name,class,pos,rate,star,school,conf,year
Tavonn Salter,recruit,WR,5.2,2,middletennessee,CUSA,2017
Maurice Gordon,recruit,RB,5.5,3,middletennessee,CUSA,2017
John Turner,recruit,QB,5.3,2,middletennessee,CUSA,2017
Zack Dobson,recruit,ATH,5.6,3,middletennessee,CUSA,2017
Remy Wasserbach,recruit,WR,0.0,0,middletennessee,CUSA,2017
Remington Lutz,recruit,TE,5.4,2,northtexas,CUSA,2017
Tyreke Davis,recruit,ATH,5.4,2,northtexas,CUSA,2017
Devlin Isadore,recruit,QB,5.3,2,northtexas,CUSA,2017
Evan Johnson,recruit,RB,5.4,2,northtexas,CUSA,2017
Jalen Guyton,recruit,WR,5.7,3,northtexas,CUSA,2017
Tre Siggers,recruit,WR,5.6,3,northtexas,CUSA,2017
Jaelon Darden,recruit,WR,5.5,3,northtexas,CUSA,2017
Cade Pearson,recruit,QB,5.4,2,northtexas,CUSA,2017
Gregory White,recruit,WR,5.3,2,northtexas,CUSA,2017
Miklo Smalls,recruit,QB,5.5,3,rice,CUSA,2017
Jaeger Bull,recruit,TE,5.3,2,rice,CUSA,2017
Brandt Peterson,recruit,TE,5.3,2,rice,CUSA,2017
Chris Boudreaux,recruit,ATH,5.3,2,rice,CUSA,2017
Cameron Montgomery,recruit,RB,5.3,2,rice,CUSA,2017
Austin Trammell,recruit,WR,5.2,2,rice,CUSA,2017
Trevor Terry,recruit,WR,5.4,2,southernmiss,CUSA,2017
Bubba Fludd,recruit,ATH,5.3,2,southernmiss,CUSA,2017
T'Rod Daniels,recruit,RB,5.3,2,southernmiss,CUSA,2017
Darius Maberry,recruit,RB,5.4,2,southernmiss,CUSA,2017
Jaylond Adams,recruit,WR,5.5,3,southernmiss,CUSA,2017
Tim Jones,recruit,WR,5.5,3,southernmiss,CUSA,2017
Marcelo Rodriguez,recruit,QB,5.4,2,southernmiss,CUSA,2017
Steven Anderson,recruit,QB,5.4,2,southernmiss,CUSA,2017
Josh Fields,recruit,RB,5.5,3,utep,CUSA,2017
Alex Fernandes,recruit,QB,5.4,2,utep,CUSA,2017
David Lucero,recruit,TE,5.3,2,utep,CUSA,2017
Calvin Brownholtz,recruit,QB,5.3,2,utep,CUSA,2017
Tariq Woolen,recruit,WR,5.5,3,utsa,CUSA,2017
Chance McLeod,recruit,TE,5.5,3,utsa,CUSA,2017
Frank Harris,recruit,QB,5.4,2,utsa,CUSA,2017
Dadrian Taylor,recruit,ATH,5.4,2,utsa,CUSA,2017
Bryce Rivers,recruit,QB,5.4,2,utsa,CUSA,2017
Michael  Goff,recruit,TE,5.3,2,utsa,CUSA,2017
Robert Ursua ,recruit,TE,5.3,2,utsa,CUSA,2017
B.J. Daniels,recruit,RB,5.4,2,utsa,CUSA,2017
Tariq Young,recruit,WR,5.4,2,wku,CUSA,2017
Davis Shanley,recruit,QB,5.4,2,wku,CUSA,2017
Dionte' Ruffin,recruit,ATH,5.4,2,wku,CUSA,2017
Steven Witchoskey,recruit,TE,5.3,2,wku,CUSA,2017
Jakairi Moses,recruit,RB,5.3,2,wku,CUSA,2017
Joshua Samuel,recruit,RB,5.4,2,wku,CUSA,2017
Mike'Quan Deane,recruit,TE,5.6,3,wku,CUSA,2017
Kris Leach,recruit,TE,5.2,2,wku,CUSA,2017
Latheron Rogers-Anderson,recruit,ATH,5.4,2,wku,CUSA,2017
Jacquez Sloan,recruit,ATH,5.2,2,wku,CUSA,2017
