name,class,pos,rate,star,school,conf,year
Jonathan Banks,recruit,QB,5.3,2,Tulane,AAC,2017
Willie Langham,recruit,WR,5.4,2,Tulane,AAC,2017
Kevin LeDee,recruit,WR,5.4,2,Tulane,AAC,2017
Jabril Clewis,recruit,WR,5.3,2,Tulane,AAC,2017
Khalil McClain,recruit,WR,5.5,3,Tulane,AAC,2017
Patrick Johnson,recruit,ATH,5.2,2,Tulane,AAC,2017
Reed Martin,recruit,ATH,5.4,2,Tulsa,AAC,2017
Malik Jackson,recruit,WR,5.5,3,Tulsa,AAC,2017
Zaven Collins,recruit,ATH,5.4,2,Tulsa,AAC,2017
Keylon Stokes,recruit,WR,5.5,3,Tulsa,AAC,2017
Seth Boomer,recruit,QB,5.4,2,Tulsa,AAC,2017
Shamari Brooks,recruit,RB,5.5,3,Tulsa,AAC,2017
Bryson Powers,recruit,ATH,5.4,2,Tulsa,AAC,2017
JC Santana,recruit,WR,5.4,2,Tulsa,AAC,2017
Sam Crawford,recruit,WR,5.6,3,Tulsa,AAC,2017
Marlon Williams,recruit,WR,5.6,3,Central Florida,AAC,2017
Noah Vedral,recruit,QB,5.3,2,Central Florida,AAC,2017
Darriel Mack Jr.,recruit,QB,5.6,3,Central Florida,AAC,2017
Gabriel Davis,recruit,TE,5.5,3,Central Florida,AAC,2017
Emmanuel Greene,recruit,WR,5.7,3,Central Florida,AAC,2017
Cordarrian Richardson,recruit,RB,5.8,4,Central Florida,AAC,2017
Otis Anderson,recruit,RB,5.6,3,Central Florida,AAC,2017
Bentavious Thompson,recruit,RB,5.6,3,Central Florida,AAC,2017
Bentlee Sanders,recruit,ATH,5.6,3,South Florida,AAC,2017
Duran Bell,recruit,ATH,5.4,2,South Florida,AAC,2017
Jernard Phillips,recruit,WR,5.4,2,South Florida,AAC,2017
Randall St. Felix,recruit,WR,5.5,3,South Florida,AAC,2017
Frederick  Lloyd,recruit,WR,5.3,2,South Florida,AAC,2017
Kevaughn Dingle,recruit,WR,5.7,3,South Florida,AAC,2017
Chauncy Smart,recruit,ATH,5.5,3,South Florida,AAC,2017
