name,class,pos,rate,star,school,conf,year
Russ Yeast,recruit,ATH,5.8,4,LOU,ACC,2017
Harry Trotter,recruit,RB,0.0,0,LOU,ACC,2017
Mike Harley,recruit,WR,5.9,4,MIA,ACC,2017
Deejay Dallas,recruit,ATH,5.8,4,MIA,ACC,2017
N'Kosi Perry,recruit,QB,5.8,4,MIA,ACC,2017
Brian Polendey,recruit,TE,5.7,3,MIA,ACC,2017
Jeff Thomas,recruit,WR,6.0,4,MIA,ACC,2017
Cade Weldon,recruit,QB,5.7,3,MIA,ACC,2017
Evidence Njoku,recruit,WR,5.6,3,MIA,ACC,2017
Robert Burns,recruit,RB,5.6,3,MIA,ACC,2017
Nakia Robinson,recruit,RB,5.5,3,NCST,ACC,2017
Erin Collins,recruit,RB,5.5,3,NCST,ACC,2017
Antoine Thompson,recruit,WR,5.8,4,NCST,ACC,2017
Damien Darden,recruit,TE,5.6,3,NCST,ACC,2017
Matt McKay,recruit,QB,5.5,3,NCST,ACC,2017
Max Fisher,recruit,WR,5.4,2,NCST,ACC,2017
Adam Boselli,recruit,TE,5.3,2,NCST,ACC,2017
Emeka Emezie,recruit,WR,5.7,3,NCST,ACC,2017
Michael Carter,recruit,RB,5.7,3,UNC,ACC,2017
CJ Cotman,recruit,ATH,5.8,4,UNC,ACC,2017
Antwuan Branch,recruit,RB,5.6,3,UNC,ACC,2017
Dazz Newsome,recruit,ATH,5.7,3,UNC,ACC,2017
Beau Corrales,recruit,WR,5.6,3,UNC,ACC,2017
Kayne Roberts,recruit,RB,5.4,2,UNC,ACC,2017
J.T. Cauthen,recruit,WR,5.7,3,UNC,ACC,2017
Charles Reeves,recruit,TE,5.8,4,PITT,ACC,2017
Grant Carrigan,recruit,TE,5.5,3,PITT,ACC,2017
Tyler Sear,recruit,TE,5.5,3,PITT,ACC,2017
Kenny Pickett,recruit,QB,5.5,3,PITT,ACC,2017
Dontavius Butler,recruit,WR,5.5,3,PITT,ACC,2017
Todd Sibley,recruit,RB,5.7,3,PITT,ACC,2017
Kyle Nunn,recruit,ATH,5.6,3,PITT,ACC,2017
Darian Street,recruit,WR,5.5,3,PITT,ACC,2017
Anthony Davis,recruit,RB,5.8,4,PITT,ACC,2017
Michael Smith,recruit,WR,5.6,3,PITT,ACC,2017
Ifeatu Melifonwu,recruit,ATH,5.4,2,SYR,ACC,2017
Allen Stritzinger,recruit,ATH,5.7,3,SYR,ACC,2017
Nykeim Johnson,recruit,WR,5.5,3,SYR,ACC,2017
Ravian Pierce,recruit,TE,5.6,3,SYR,ACC,2017
Aaron Hackett,recruit,TE,5.4,2,SYR,ACC,2017
Tommy Devito,recruit,QB,5.7,3,SYR,ACC,2017
Sharod Johnson,recruit,WR,5.3,2,SYR,ACC,2017
Eric Coley,recruit,ATH,5.4,2,SYR,ACC,2017
Russell Thompson,recruit,WR,5.4,2,SYR,ACC,2017
Cameron Jordan,recruit,WR,5.4,2,SYR,ACC,2017
Markenzy Pierre,recruit,RB,5.4,2,SYR,ACC,2017
Jamari Peacock,recruit,RB,5.5,3,VA,ACC,2017
Darnell Pratt,recruit,WR,5.4,2,VA,ACC,2017
Lindell Stone,recruit,QB,5.6,3,VA,ACC,2017
Germane Crowell,recruit,ATH,5.7,3,VA,ACC,2017
Lamont Atkins,recruit,RB,5.6,3,VA,ACC,2017
Shawn Smith,recruit,WR,5.6,3,VA,ACC,2017
Elliott Brown,recruit,ATH,5.3,2,VA,ACC,2017
P.K. Kier,recruit,RB,5.5,3,VA,ACC,2017
Hendon Hooker,recruit,QB,5.7,3,VT,ACC,2017
Dalton Keene,recruit,ATH,5.6,3,VT,ACC,2017
Sean Savoy,recruit,WR,5.6,3,VT,ACC,2017
Kalil Pimpleton,recruit,ATH,5.5,3,VT,ACC,2017
Jalen Holston,recruit,RB,5.6,3,VT,ACC,2017
Hezekiah Grimsley,recruit,WR,5.6,3,VT,ACC,2017
Drake Deluliis,recruit,TE,5.6,3,VT,ACC,2017
Bryce Watts,recruit,ATH,5.5,3,VT,ACC,2017
Caleb Farley,recruit,ATH,5.8,4,VT,ACC,2017
Terius  Wheatley,recruit,RB,5.5,3,VT,ACC,2017
A.J. Bush,recruit,QB,5.3,2,VT,ACC,2017
Lecitus Smith,recruit,TE,5.5,3,VT,ACC,2017
Coby Davis,recruit,ATH,5.4,2,WFST,ACC,2017
Jaquarii Roberson,recruit,WR,5.5,3,WFST,ACC,2017
Tayvon Bowers,recruit,QB,5.4,2,WFST,ACC,2017
Sage Surratt,recruit,WR,5.4,2,WFST,ACC,2017
Ja'Sir Taylor,recruit,WR,5.2,2,WFST,ACC,2017
Christian Beal,recruit,RB,5.6,3,WFST,ACC,2017
Waydale Jones,recruit,WR,5.6,3,WFST,ACC,2017
