name,class,pos,rate,star,school,conf,year
Juliano Falaniko,recruit,ATH,5.8,4,USC,PAC12,2017
Jack Sears,recruit,QB,5.9,4,USC,PAC12,2017
Erik Krommenhoek,recruit,TE,5.7,3,USC,PAC12,2017
Isaiah Pola-Mao,recruit,ATH,5.9,4,USC,PAC12,2017
Randal Grimes,recruit,WR,5.8,4,USC,PAC12,2017
Tayler Katoa,recruit,ATH,5.6,3,USC,PAC12,2017
Greg Johnson,recruit,ATH,5.9,4,USC,PAC12,2017
Joseph Lewis,recruit,WR,6.0,4,USC,PAC12,2017
Jason Shelley,recruit,QB,5.6,3,utah,PAC12,2017
Taniela Pututau,recruit,WR,5.7,3,utah,PAC12,2017
Jaylen Dixon,recruit,ATH,5.5,3,utah,PAC12,2017
Tyquez Hampton,recruit,WR,5.7,3,utah,PAC12,2017
Bryan Thompson,recruit,WR,5.9,4,utah,PAC12,2017
T.J. Green,recruit,RB,5.8,4,utah,PAC12,2017
Hunter Bryant,recruit,TE,5.9,4,washington,PAC12,2017
Alex Cook,recruit,WR,5.7,3,washington,PAC12,2017
Jordan Lolohea,recruit,ATH,5.6,3,washington,PAC12,2017
Cade Otton,recruit,TE,5.7,3,washington,PAC12,2017
Jake Haener,recruit,QB,5.7,3,washington,PAC12,2017
Ty Jones,recruit,WR,5.7,3,washington,PAC12,2017
Salvon Ahmed,recruit,ATH,5.9,4,washington,PAC12,2017
Terrell Bynum,recruit,WR,5.9,4,washington,PAC12,2017
Anthony White Jr.,recruit,WR,5.8,4,washington,PAC12,2017
Jamire Calvin,recruit,WR,5.8,4,washington,PAC12,2017
Easop Winston,recruit,WR,5.6,3,washington,PAC12,2017
Kelle Sanders,recruit,ATH,5.7,3,washington,PAC12,2017
Damion Lee,recruit,ATH,5.3,2,washington,PAC12,2017
Dominick Silvels,recruit,WR,5.4,2,washington,PAC12,2017
Travell Harris,recruit,WR,5.3,2,washington,PAC12,2017
Caleb Perry,recruit,RB,5.5,3,washington,PAC12,2017
Cole Dubots,recruit,RB,5.4,2,washington,PAC12,2017
Connor Neville,recruit,QB,5.7,3,washington,PAC12,2017
Davontavean Martin,recruit,WR,5.4,2,washington,PAC12,2017
